month,bab_return,ret_L_excess,ret_H_excess,ret_L_raw,ret_H_raw,beta_L,beta_H,n_low,n_high,n_total,rf,median_beta
2011-10,-0.08570556505604554,0.09140171318641808,0.2840812155035997,0.09140171318641808,0.2840812155035997,0.6677960247077983,1.276331993965415,1583,1583,3166,0.0,0.970385
2011-11,0.010321661568057153,0.020751892970713375,0.0269459335475611,0.020751892970713375,0.0269459335475611,0.6560874594817719,1.2645861268933092,1605,1606,3211,0.0,0.960815
2011-12,0.021308120883727633,0.016490835848807343,0.004734488366735181,0.016490835848807343,0.004734488366735181,0.6577745585245895,1.258325983401844,1604,1604,3208,0.0,0.9559015
2012-01,0.005636290440844682,0.044600612428075226,0.07805879421273304,0.044600612428075226,0.07805879421273304,0.6607188027493102,1.2617218959393615,1621,1621,3242,0.0,0.957551
2012-02,0.016208882097536438,0.017375449328487818,0.012861576046893468,0.017375449328487818,0.012861576046893468,0.6589895915495425,1.266162144656071,1655,1656,3311,0.0,0.957377
2012-03,0.018140901659030834,0.016381724465562058,0.008763998416013125,0.016381724465562058,0.008763998416013125,0.6545826836050737,1.272854678070227,1663,1663,3326,0.0,0.9587325
2012-04,0.02653337619304942,0.00030700363507515043,-0.03301363918946413,0.00030700363507515043,-0.03301363918946413,0.6552102897299611,1.2665976871647222,1649,1649,3298,0.0,0.956627
2012-05,0.03805052443618923,-0.027901045466531917,-0.10203356165024974,-0.027901045466531917,-0.10203356165024974,0.6562546345273839,1.2664577019571372,1631,1631,3262,0.0001,0.956333
2012-06,-0.00017385451330381718,0.04600884922619583,0.08886906437478007,0.04600884922619583,0.08886906437478007,0.6553696206484192,1.262761582483622,1623,1623,3246,0.0,0.953794
2012-07,0.01049212446778944,-0.001544097038625357,-0.01633561773726421,-0.001544097038625357,-0.01633561773726421,0.6498650449026125,1.2694610794544927,1634,1634,3268,0.0,0.9569055
2012-08,-0.013080339005609246,0.02248450685515137,0.06347150818124844,0.02248450685515137,0.06347150818124844,0.6841628509381295,1.3814791608988455,1627,1627,3254,0.0001,1.012639
